Referencia NCM;% depreciação;ID;Quantidade;Descrição;COD_INTERNO;ORIGEM;Valor unitário;Tipo de produto;activo/inactivo;localização;Data de Compra;ACORDO;COD_ANTIGO;NOTA_FISCAL;FORNECEDOR;EAN 128;Colunas1;Colunas2;Colunas3
9403.10.00;;588;1;Cuba confeccionada em aço para armazenagem de roupas;474;;80;Mobiliário de AÇO;Activo;Lavanderia;17/05/2012;;;;;;;;
8450;10;589;1;Centrifuga Industrial modelo CB 216 marca SUZUKI;476;;5000;Eq. Hospitalar;Activo;Lavanderia;17/05/2012;;;;;;;;
8450;10;590;1;Centrifuga Industrial ref 254062 marca SIEMENS;477;;4000;Eq. Hospitalar;Activo;Lavanderia;17/05/2012;;;;;;;;
8450;10;591;1;Máquina de lavar Roupas modelo BMR22ABANA  marca BRASTEMP;480;;500;Eq. Hospitalar;AVARIADO;Lavanderia;17/05/2012;;;;;;;;
8450;10;592;1;Máquina de lavar Roupas modelo MLGS30 marca SUZUKI;479;;10000;Eq. Hospitalar;Activo;Lavanderia;17/05/2012;;;;;;;;
8450;10;593;1;Máquina de lavar Roupas modelo Industrial ( redonda ) sem referencia;481;;3500;Eq. Hospitalar;Activo;Lavanderia;17/05/2012;;;;;;;;
9403.10.00;10;594;1;Estante de AÇO c/ 3 prateleiras;774;;120;Mobiliário de AÇO;Activo;Lavanderia;17/05/2012;;;;;;;;
;;595;4;cestos de roupa plástico aberto;2004;;;Outros;Activo;Lavanderia;17/05/2012;;;;;;;;
8517.19.20;0;596;1;Telefone branco e verde IntelBras TC-20;2000;;;Telefonia;Activo;Lavanderia;;;;;;;;;
8424.10.00;;597;1;Extintor de incendio;2001;;;Outros;Activo;Lavanderia;;;;;;;;;
9402.90.90;;598;1;Berço confeccionado em FERRO com banheira de acrilico;384;COMODATO;380;Eq. Hospitalar;Activo;Lavanderia;16/05/2012;PMPA;;;;;;;
9401.71.00;;599;1;Cadeira preta em FERRO;617;;57,66;Mobiliário em FERRO;Activo;Lavanderia;;;;;;;;;
9401.80.00;;600;1;Cadeira azul escuro em plástico ;2002;;;Mobiliário em plástico;Activo;Lavanderia;;;;;;;;;
9401.80.00;;601;1;Cadeira azul escuro em plástico ;2003;;;Mobiliário em plástico;Activo;Lavanderia;;;;;;;;;
8516.10.00;20;602;1;Chuveiro Electrico lorenzetti;2023;;;Electronico;Activo;Lavanderia, banheiro;;;;;;;;;
3922.90.00;;603;1;Balde de lixo pequeno;2022;;;Lixeira;Activo;Lavanderia, banheiro;;;;;;;;;
7009.92.00;;604;;Espelho c/ moldura branca em madeira;2021;;;Mobiliário de madeira;Activo;Lavanderia, banheiro;;;;;;;;;
6910.10.00;;605;1;Vaso sanitário completo;2020;;;Outros;Activo;Lavanderia, banheiro;;;;;;;;;
6910.90.00;;606;1;Pia de louça;2019;;;Outros;Activo;Lavanderia, banheiro;;;;;;;;;
;;607;1;Bancada em mármore;2018;;;Outros;Activo;Lavanderia;;;;;;;;;
;;608;3;cestos de roupa plástico aberto;2017;;;Outros;Activo;Lavanderia;;;;;;;;;
8414.59.90;10;609;1;Ventilador Tufão c/ suporte de parede;2005;;;Ventilador;Activo;Lavanderia;;;;;;;;;
8414.59.90;10;610;1;Ventilador Tufão c/ suporte de parede;2006;;;Ventilador;Activo;Lavanderia;;;;;;;;;
8414.59.90;;611;1;Loren Sid Extractor;2007;;;Electronico;Activo;Lavanderia;;;;;;;;;
8414.59.90;;612;1;Loren Sid Extractor;2008;;;Electronico;Activo;Lavanderia;;;;;;;;;
8517.19.20;0;613;1;Telefone Ringer JW-102;2009;;;Telefonia;Activo;Lavanderia;;;;;;;;;
;;614;1;Balde para roupa molhada;2010;;;Outros;Activo;Lavanderia;;;;;;;;;
7324.10.00;;615;1;Pia em INOX Transmontina;2011;;;Outros;Activo;Lavanderia;;;;;;;;;
9403.10.00;;616;1;Torneira em AÇO;2013;;;Outros;Activo;Lavanderia;;;;;;;;;
;;617;1;Banheira de bébé;2014;;;Eq. Hospitalar;Desactivo;Lavanderia;;;;;;;;;
;;618;1;Balde de cor verde;2015;;;Outros;Activo;Lavanderia;;;;;;;;;
;;619;1;Prateleira em marmore fix na parede;2016;;;Outros;Activo;Lavanderia;;;;;;;;;
9405.92.00;;620;1;Suporte de luz;2024;;;Electronico;Activo;Lavanderia;;;;;;;;;
3922.90.00;;621;1;Balde de lixo bege;2025;;;Lixeira;Activo;Lavanderia;;;;;;;;;
9404.29.00;;622;1;Colchão de solteiro;2026;mau estado;;Outros;Activo;Lavanderia, Vestiário, corredor;;;;;;;;;
9404.29.00;;623;1;Colchão de solteiro;2027;mau estado;;Outros;Activo;Lavanderia, Vestiário, corredor;;;;;;;;;
9404.29.00;;624;1;Colchão de solteiro;2028;mau estado;;Outros;Activo;Lavanderia, Vestiário, corredor;;;;;;;;;
9404.29.00;;625;1;Colchão de solteiro;2029;mau estado;;Outros;Activo;Lavanderia, Vestiário, corredor;;;;;;;;;
;;626;1;Balde azul pequeno;2030;;;Outros;Activo;Lavanderia, Vestiário, corredor;;;;;;;;;
8424.10.00;;627;1;Extintor de incendio;2031;;;Outros;Activo;Lavanderia, Vestiário;;;;;;;;;
9403.60.00;;628;;Cadeira de madeira;2032;;;Mobiliário de madeira;Activo;Lavanderia, Sala de descanso;;;351;;;;;;
9403.60.00;;629;;Cadeira de madeira;2033;;;Mobiliário de madeira;Activo;Lavanderia, Sala de descanso;;;;;;;;;
9402.90.90;10;630;1;Mesa de cabeceira em FERRO;1060;;;Mobiliário em FERRO;Activo;Lavanderia, Sala de descanso;;;;;;;;;
9402.90.90;10;631;1;Mesa de cabeceira em FERRO;2035;mau estado;;Mobiliário em FERRO;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
9401.71.00;;632;;Cadeira em FERRO;2036;mau estado;;Mobiliário em FERRO;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
6910.90.00;;633;1;Pia de louça;2037;;;Outros;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
;;634;1;Torneira em plástico;2038;;;Outros;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
6910.10.00;;635;1;Vaso sanitário;2039;;;Outros;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
8516.10.00;20;636;1;Chuveiro pequeno de higiene intima;2039-1;;;Outros;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
3922.90.00;;637;1;Balde de lixo;2040;;;Lixeira;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
8516.10.00;20;638;1;Chuveiro Lorenzetti Maxi ducha;2041;;;Outros;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
9403.60.00;;639;;Armário em madeira;2042;;;Mobiliario em madeira;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
7009.92.00;;640;;Espelho c/ moldura branco;2043;muito mau estado;-1;Mobiliario em madeira;Activo;Lavanderia, Vestiário, banheiro;;;;;;;;;
;;641;1;Balde para carregar roupa;2044;;;Outros;Activo;Lavanderia;;;;;;;;;
;;642;1;Carrinho de transporte c/ 1 pega feito pelo pessoal do hsae;2045;;0;Outros;Activo;Lavanderia;;;;;;;;;
9403.60.00;;643;;Movel com 32 gavetas empenadas em madeira;2046;;0;Mobiliario em madeira;Activo;Lavanderia, Parte de exterior;;;;;;;;;
9403.30.00;10;644;1;Mesa confeccionada em MADEIRA med 2,50 m x 0,60 m;475;;100;Mobiliario em madeira;Activo;Lavanderia, Sala de descanso;;;;;;;;;
8465.93.90;;645;1;Esmeril com pedal de 110 volts;710;;164;Electronico;Activo;Manutenção;21/05/2012;;;;;;;;
8203.20.90;;646;2;Chave de grifo nº18;711;;137;utensilio de ferro;Activo;Manutenção;21/05/2012;;;;;;;;
8203.20;;647;1;Chave de grifo nº11;711-1;;137;utensilio de ferro;Activo;Manutenção;21/05/2012;;;;;;;;
8203.20;;648;1;Máquina de solda Bivolt 110/220 v marca BAMBOZZI;1050;;307,9;utensilio de ferro;Activo;Manutenção;;PAHI;;;;;;;
8467.11.10;;649;1;Furadeira de 127v marca Skil;1051;;134;utensilio de ferro;Activo;Manutenção;;;;;;;;;
8202;;650;1;Serra de marmore d e127v marca FORTE ORT FT-4100B;1052;;160;utensilio de ferro;Activo;Manutenção;;;;;;;;;
8414.80.19;;651;1;Compressor de 127v marca SCHULTZ c/ PISTOLA;1053;;320;utensilio de ferro;Activo;Manutenção;;;;;;;;;
8202;;653;1;Serrote grande marca Tramontina;1056;;46;utensilio de ferro;Activo;Manutenção;;;;;;;;;
9401.71.00;;654;1;Cadeira com estrutura metalica em FERRO e assento forrado na cor PRETA;1057;;57,66;utensilio de ferro;Activo;Manutenção;;;;;;;;;
9403.10.00;;655;1;Desempenadeira de AÇO;1058;;30;utensilio de ferro;Activo;Manutenção;;;;;;;;;
9403.10.00;10;656;1;Estante confeccionada em AÇO com 5 prateleiras;1059;;140;utensilio de ferro;Activo;NV;;;;;;;;;
8433.90.10;;657;1;Roçadeira eléctrica de 1000W;1062;;759;utensilio de ferro;Activo;Manutenção;;;;;;;;;
8201.50.00;;658;1;Tesoura de jardineiro confeccionada em FERRO;1063;;39;utensilio de ferro;Activo;Manutenção;;;;;;;;;
;;659;1;Carrinho de mão marca METALOOSA;1064;;68,95;utensilio de ferro;Activo;Manutenção, Galpão;;;;;;;;;
8201.10.00;;660;;Cavadeira de FERRO puxar a terra;1065;;75;utensilio de ferro;Activo;Manutenção, Galpão;;;;;;;;;
8201.10.00;;661;1;Desempenadeira de AÇO dentada;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
;;662;1;Escada com 4 degraus dobravel branca;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
;;663;1;Bomba de gracha;;;;Outros;Activo;Manutenção, debaixo da escada;;;;;;;;;
9603.10.00;;664;1;Vassoura pequena;;;;Outros;Activo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;665;1;Enchada;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
;;666;1;Protecção facial para cortador de grama (roçadeira);;;;Outros;Activo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;667;2;Peneira;99999;;;utensilio de ferro;Desactivo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;668;1;Pá em metal quadrada;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;670;1;Enchada;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;671;1;Machado;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
;;672;1;Desentupidor;;;;Outros;Activo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;673;1;Desempanadeira lisa;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;674;1;Serrote;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
;;675;1;AC Silentia 7500;;;;Ar condicionado;CESSAO;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;676;1;Picareta;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
;;677;3;Torneiras compridas;;;;Outros;Activo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;678;1;Desempanadeira lisa;;;;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
;;679;1;Desempanadeira lisa em madeira;;;;utensilio de madeira;Activo;Manutenção, debaixo da escada;;;;;;;;;
8201.10.00;;681;1;PA Tipo BICO confeccionada m FERRO;1067;;30;utensilio de ferro;Activo;Manutenção, debaixo da escada;;;;;;;;;
8418.69.31;;682;1;Bebedouro de 127v MARCA LEMAQ;1068;;508;Bebedouro;Desactivo;Manutenção, Galpão;;;;;;;;;
8201.10.00;;683;1;Pa tipo Quadrada modlo JACARE confeccionada m FERRO;1069;;30;utensilio de ferro;Activo;Manutenção, Galpão;;;;;;;;;
8201.10.00;;684;1;Cavadeira de FERRO MARCA Tamontina;1070;;60;utensilio de ferro;Activo;Manutenção, Galpão;;;;;;;;;
;;685;1;Bomba hidraulica marca WAG de 01 polegada;1071;;350;Electronico;Activo;Manutenção;;;;;;;;;
;;686;1;Bomba hidraulica marca WAG de 01 polegada;1072;;350;Electronico;Activo;Manutenção;;;;;;;;;
8413.70.10;;687;;Bomba tipo sapo de 01 polegada;1073;;300;Electronico;Activo;Poço;;;;;;;;;
3922.90.00;;688;1;Coletor de Lixo Cap de 1500 litros marca TauusPlast;1078;;2800;Lixeira;Activo;Exterior;;;;;;;;;
8428.40.00;;689;1;Escada confeccionada em madeira com 11 degraus;1079;;285;Outros;Activo;Manutenção;02/07/2012;;;;;;;;
8428.40.00;;690;1;Escada confeccionada em madeira com 11 degraus;1080;;285;Outros;Activo;Manutenção;02/07/2012;;;;;;;;
8201.30.00;;691;1;Enxada;2047;;25;utensilio de ferro;Activo;Manutenção;02/07/2012;;;;;;;;
;;692;2;Botijas de gás de 13;99999;;0;Outros;Activo;Cozinha;02/07/2012;NPatrimoniar;;;;;;;
;;693;4;Botijas de gás de 45kg;1082;;0;Outros;Activo;Cozinha;02/07/2012;NPatrimoniar;;;;;;;
9018.90.91;;694;1;Incubadora para recem nascido -186 TS FANEM;388;COMODATO;388;Eq. Hospitalar;Activo;Berçário;;PMMP;2704;;;;;;
;;695;1;Fototerapia marca Olidef C2;382;COMODATO;2560;Eq. Hospitalar;Activo;Berçário;16/05/2012;PMMP;;;;;;;
;;696;1;Maxiphoo Halogenea modelo FTH 02L77;391;;2500;Eq. Hospitalar;Activo;Berçário;15/05/2012;;;;;;;;
;;697;1;Maxiphoo Halogenea modelo FTH 02L77;392;COMODATO;2400;Eq. Hospitalar;Activo;Berçário;15/05/2012;PMMP;2705;;;;;;
9403.20.00;;699;1;Mesa confeccionada em FERRO 2 bancadas;396;;250;Mobiliário em FERRO;Activo;Berçário;16/05/2012;;;;;;;;
9018.90.91;;700;1;Incubadora modelo SCLI LINE 3 marca OLIDEF CZ;399;CEDIDO;10000;Eq. Hospitalar;Activo;Berçário;16/05/2012;;;;;;;;
;;701;4;Medidores de comprimento de bébé;2050;;;Eq. Hospitalar;Activo;Berçário;;;;;;;;;
9401.69.00;;702;1;Poltrona Cadeira de repouso de forro verde;332;;350;Mobiliário de madeira;Activo;Berçário;16/05/2012;;;;;;;;
9403.30.00;;703;1;Banco pequeno ;1306;;;Mobiliário de madeira;Activo;Berçário;;;;;;;;;
9402.90.90;10;704;1;Mesa de cabeceira vermelha;358;;100;Mobiliário de madeira;Activo;Berçário;16/05/2012;;;;;;;;
9402.90.90;;705;1;mesa c/ 1 prateleira de cor branca;2051;;;Mobiliário em FERRO;Activo;Berçário;;;;;;;;;
9401.69.00;;706;1;Cadeira em madeira;378;;350;Mobiliário de madeira;Activo;Berçário;16/05/2012;;;;;;;;
8471.50.10;20;707;1;Gabinete de computador;243;;400;Computador;Activo;Pediatria;14/05/2012;;;;;;;;
9402.90.20;10;708;1;Cama Fawler modelo Standard padrao Hospitalar s/  roda e s/ grade;325;DOADO;1490;Eq. Hospitalar;Activo;Pediatria;14/05/2012;;;;;;;;
4414.00.00;;709;1;Quadro de aviso com moldura em madeira e forro em cortiça;2066;;;Outros;Activo;Berçário;;;;;;;;;
4414.00.00;;710;1;Quadro com moldura e instuções de reanimação em parto;2067;;;Outros;Activo;Berçário;;;;;;;;;
9402.90.20;10;711;1;Cama Fawler modelo Standard padrao Hospitalar s/  roda e s/ grade;326;COMODATO;1490;Eq. Hospitalar;Activo;Pediatria;14/05/2012;;;;;;;;
9402.90.90;10;712;1;Mesa de cabeceira amarela c/ 1 prateleira em ferro;330;;100;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
9402.90.90;10;713;1;Mesa de cabeceira vermelha em FERRO c/ 1 prateleira;337;;100;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
;;714;1;Foco Iluminador para Sutura confeccionado em FERRO com 03 pés;355;;80;Mobiliário em FERRO;Activo;Pediatria;24/05/2012;;;;;;;;
9403.20.00;;715;1;Armario de AÇO tam 2,00 M x 1,22 m x 0,48 m e 02 portas marca ITATIAIA cor BRANCO;356;Adquirido;250;Mobiliário de AÇO;Activo;Pediatria;;;;;;;;;
9022.14.19;;716;1;Negatoscopio de 02 corpos Tam 0,5 x 0,10 x 0,72 confeccionado em MADEIRA BIVOLT;357;;120;Eq. Hospitalar;Activo;Pediatria;;;;;;;;;
7324.10.00;;717;1;Pia confeccionada em AÇO INOX tam 1,00 m x 0,40 m ;359;;240;Outros;Activo;Pediatria;16/05/2012;;;;;;;;
8418.30.00;10;718;1;Refrigerador Consul 240 para 240litros;361;;650;Electrodomestico;Activo;Pediatria;16/05/2012;;;;;;;;
9403.30.00;10;719;1;Mesa confeccionada em MADEIRA tam 1,50 M x 0,50 M na cor CINZA;370;;150;Mobiliario em madeira;Activo;Pediatria;;;;;;;;;
9402.90.90;;720;1;Mesa em FERRO c/ 4 gavetas;377;;150;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
9403.30.00;10;721;1;Mesa confeccionada em MADEIRA com 03 gavetas;381;;150;Mobiliario em madeira;Activo;Pediatria;;;;;;;;;
9403.20.00;;722;1;Cadeia preta em FERRO;389;;57,66;Mobiliário em FERRO;Activo;Pediatria;;;1111;;;;;;
8517.19.20;0;723;1;Telefone Ibratele Solid;786;;40;Telefonia;Activo;Pediatria;;;;;;;;;
9403.20.00;;724;1;Quadro Berçário amigo do Peito;2068;;;Outros;Activo;Berçário;;;;;;;;;
4414.00.00;;725;1;Quadro de aviso c/ grande fundo verde;2069;;;Outros;Activo;Berçário;;;;;;;;;
3922.90.00;;726;1;Papeleira Dispensador de papel;376;;;Higiene;Activo;Berçário;;;;;;;;;
3922.90.00;;727;2;Higienizador desinfectante limpeza de mãos;99999;;;Higiene;Activo;Berçário;;;;;;;;;
6910.90.00;;729;1;Pia em Louça;99999;;;Outros;Activo;Berçário;;;;;;;;;
;;730;1;Armário em FERRO;386;;;Mobiliário em FERRO;Activo;Berçário;;;;;;;;;
;;731;1;Não foi possível identificação por item estar coberto com uma saca;1302;;;Eq. Hospitalar;Activo;Berçário;;;;;;;;;
;;732;1;Berço em acrilico c/ base em ferro;3382;;;Eq. Hospitalar;Activo;Berçário;;;;;;;;;
9403.10.00;;733;1;Pia em AÇO Inox ;375;;;Outros;Activo;Berçário;;;;;;;;;
9401.69.00;;734;1;Poltrona em madeira c/ almofada;3383;;;Mobiliario em madeira;Activo;Berçário;;;445;;;;;;
;;735;1;Cadeira em plástico branca modelo Paris;3384;;;Mobiliário em plástico;Activo;Berçário;;;;;;;;;
9403.60.00;;736;1;Móvel em madeira c/ 2 portas;390;;;Mobiliario em madeira;Activo;Berçário;;;;;;;;;
6910.90.00;;737;1;Pia em Louça;1307;;;Outros;Activo;Berçário;;;;;;;;;
;;738;1;Item Máquina dentro de saca preta;398;;;Eq. Hospitalar;Activo;Berçário;;;;;;;;;
6910.90.00;;739;1;Pia em Louça;99999;;;Outros;Activo;Berçário;;;;;;;;;
;;740;1;Pia Inox c/ banca em mármore;99999;;;Outros;Activo;Berçário;;;;;;;;;
;;741;1;Torneira Electrica;1300;;;Electronico;Activo;Berçário;;;;;;;;;
3922.90.00;;742;1;Saboneteira mustanq Pluran;99999;;;Higiene;Activo;Berçário;;;;;;;;;
8418.30.00;10;743;1;Frigobar refrigerador Consul compacto 80;495;;500;Electrodomestico;Activo;NV;18/05/2012;;;;;;;;
8471.60.52;20;744;1;Teclado NewLink;2052;;;TecladoPC;Activo;Pediatria;;;;;;;;;
8471.60.53;20;745;1;Rato otico;2053;;0,01;RatoPC;Activo;Pediatria;;;;;;;;;
8528.51.20;20;746;1;"Monitor Dell 17"" E1709Wc SN:BR-0K876H-07591-068-27WL";2054;;400;Monitor;Activo;Pediatria;12/09/2011;;;;;;;;
8518.21.00;20;747;1;Caixas de som SP 202 KB;2055;;;CaixaDeSom;Activo;Sala de Informática;;;;;;;;;
8471;20;748;1;NoBreak APC 4 entradas cor preto;2056;;;Electronico;Activo;Pediatria;;;;;;;;;
9401.80.00;;749;1;Cadeira em plástico branca;2057;;;Mobiliário em plástico;Activo;Pediatria;;;;;;;;;
8424.10.00;;750;1;Extintor de incendio;2058;;;Outros;Activo;Pediatria;;;;;;;;;
3922.90.00;;751;1;Balde de lixo em plastico sem tampa;2059;;;Lixeira;Activo;Pediatria;16/05/2012;;;;;;;;
8516.10.00;20;752;1;Chuveiro Lorenzetti Maxi ducha;2060;;;Electronico;Activo;Pediatria;16/05/2012;;;;;;;;
6910.10.00;;753;1;Vaso sanitário completo;2061;COMODATO;;Outros;Activo;Pediatria;16/05/2012;PMPA;;;;;;;
3922.90.00;;754;1;Balde de lixo;2062;;80;Lixeira;Activo;Pediatria;16/05/2012;;;;;;;;
3922.90.00;;755;1;Higienizador desinfectante limpeza de mãos;2064;;;Higiene;Activo;Pediatria;;;;;;;;;
3922.90.00;;756;1;Papeleira Dispensador de papel;2071;;30;Higiene;Activo;Pediatria;16/05/2012;;;;;;;;
3922.90.00;;757;1;Higienizador desinfectante limpeza de mãos;2072;;;Higiene;Activo;Pediatria;;;;;;;;;
6910.90.00;;758;1;Balcão em madeira tampo em mármore e pia em louça;2073;;;Outros;Activo;Pediatria;;;;;;;;;
9403.10.00;;759;1;Torneira em AÇO;2074;;;Outros;Activo;Pediatria;;;;;;;;;
;;760;1;Suporte de toalha;2075;;;Outros;Activo;Pediatria;;;;;;;;;
3922.90.00;;761;1;Saboneteira em AÇO;2076;;;Outros;Activo;Pediatria;;;;;;;;;
3922.90.00;;762;1;Papeleira Dispensador de papel;2077;;30;Higiene;Activo;Pediatria;;;;;;;;;
3922.90.00;;763;1;Higienizador desinfectante limpeza de mãos;2078;;;Higiene;Activo;Pediatria;;;;;;;;;
3922.90.00;;764;1;Balde do Lixo de cor azul c/ tampa;2079;;;Lixeira;Activo;Pediatria;;;;;;;;;
7610;25;765;1;Armário em Aluminio c/ porta em Vidro;2080;;500;Mobiliário em Aluminio;Activo;Pediatria;;;360;;;;;;
;;766;1;Relógio Unimed;2081;;;Outros;Activo;Pediatria;;;;;;;;;
4414.00.00;;767;1;Quadro com representação do indice pediátrico Nestlé;2082;;;Outros;Activo;Pediatria;16/05/2012;;;;;;;;
9402.90.90;;768;;Berço Aquecido modelo AQ-50;380;;1900;Eq. Hospitalar;Desactivo;Isolamento pediátrico;;;;;;;;;
9403.10.00;;769;1;Armário em Ferro verde alto com 5 gavetas;2083;;;Mobiliário em FERRO;Activo;Pediatria;16/05/2012;;;;;;;;
;;770;1;Aspirador de Adulto A-45 Plus OLidef;2084;;1920;Eq. Hospitalar;Activo;Pediatria;16/05/2012;;;;;;;;
9402.90.20;10;771;1;Cama Fawler modelo Standard padrao Hospitalar s/  roda e s/ grade;2085;;1490;Eq. Hospitalar;Activo;Pediatria;16/05/2012;;;;;;;;
9402.90.90;;772;1;Suporte de soro c/ 4 pés e extensivel na vertical;2086;;120;Eq. Hospitalar;Activo;Pediatria;16/05/2012;;;;;;;;
9403.10.00;;773;1;Torneira em AÇO;99999;;;Outros;Activo;Pediatria;16/05/2012;;;;;;;;
;;774;1;Torneira Electrica FAME;99999;;;Electronico;Activo;Pediatria;;;;;;;;;
8525.20.12;;775;1;Rota Star RTS1900;442;;170;SetTopBox;Activo;Pediatria;12/08/2010;;;3587;JOTA SAT J AUGUSTO FIGUEIREDO;;;;
8528.72.00;;776;1;"Televisor Phillips 32"" antigo";3003;;;Televisor;Activo;Quarto dos médicos;;;;;;;;;
9405.92.00;;777;1;Suporte de luz de cor preta;3002;;;Outros;Activo;Pediatria;;;;;;;;;
3922.90.00;;778;1;Higienizador desinfectante limpeza de mãos;3004;;;Higiene;Activo;Pediatria;;;;;;;;;
8516.60.00;;779;1;Fogão a gás com 2 bocas;3000;;;Electrodomestico;Activo;Pediatria;;;;;;;;;
9401.69.00;;780;1;Poltrona em ferro de cor Bege;331;;350;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
9402.90.20;10;781;1;Cama Hospitalar modelo Infantil confec em FERRO Tam 1,25 M X 0,60 M cor BRANCA;340;;400;Eq. Hospitalar;Activo;Pediatria;16/05/2012;;;;;;;;
9402.90.90;10;782;1;Mesa de cabeceira branca com 1 prateleira;908;;;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
7324.10.00;;783;1;Pia em Inox c/ bancada em mármore;379;;200;Outros;Activo;Isolamento pediátrico;;;;;;;;;
6910.90.00;;784;1;Pia em louça;1321;;50;Outros;Activo;Isolamento pediátrico;;;;;;;;;
6910.90.00;;785;1;Pia em louça com armário em madeira e bancada em mármore;366;;120;Outros;Activo;Pediatria;;;;;;;;;
7324.10.00;;786;1;Pia c/ 2 cubas em AÇO Inox embutido e 1 torneira;367;;240;Outros;Activo;Pediatria;;;;;;;;;
7324.10.00;;787;1;Pia em Inox c/ 2 cubas embutida e 4 portas em aluminio;363;;80;Outros;Activo;Pediatria;;;;;;;;;
9402.90.20;10;788;1;Cama Hospitalar modelo Infantil confec em FERRO Tam 1,25 M X 0,60 M cor BRANCA;336;;400;Eq. Hospitalar;Activo;Pediatria;16/05/2012;;;;;;;;
9401.69.00;;789;1;Poltrona em madeira c/ forro em tecido;343;;350;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
;;790;1;Banco pequeno para os pés em FERRO no topo alcochoado;333;;60;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
9402.90.90;10;791;1;Mesa de cabeceira de cor cinza com 1 prateleira em FERRO;329;;100;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
9402.90.90;10;792;1;Mesa de cabeceira de cor verde em FERRO;328;;100;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
9402.90.90;10;793;1;Mesa de cabeceira azul em FERRO;1133;;30;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
9402.90.20;10;794;1;Cama Hospitalar modelo Infantil confec em FERRO Tam 1,25 M X 0,60 M cor BRANCA;335;;400;Eq. Hospitalar;Activo;Pediatria;16/05/2012;;;;;;;;
9402.90.90;10;795;1;Mesa de cabeceira de cor azul em FERRO;342;;100;Mobiliário em FERRO;Activo;Pediatria;;;;;;;;;
9402.90.20;10;796;1;Cama Hospitalar modelo Infantil confec em FERRO Tam 1,25 M X 0,60 M cor BRANCA;1119;;400;Eq. Hospitalar;Activo;Pediatria;16/05/2012;;;;;;;;
8713.10.00;;796,1;1;Cadeira de Rodas CDS;MS;;;Eq. Hospitalar;Roubado;Pediatria;;;;;;;;;
3922.90.00;;797;1;Balde de lixo em plastico;3001;;5;Lixeira;Activo;Pediatria;;;;;;;;;
3922.90.00;;798;1;Saboneteira;3005;;;Outros;Activo;Convénios, Consultório;;;;;;;;;
9402.90.20;10;799;1;Cama confeccionada em FERRO para realizacao de exame clínico;689;;;Outros;Activo;Convénios, Consultório;;;;;;;;;
9402.90.20;;800;1;Cadeira de madeira;687;;80;Mobiliário de madeira;Activo;Convénios, Consultório;;;;;;;;;
9403.60.00;;801;1;Cadeira de madeira;688;;80;Mobiliário de madeira;Activo;Convénios, Consultório;;;;;;;;;
9403.10.00;;802;;Armário de Arquivo em AÇO 3 gavetas;3006;;;Mobiliário em AÇO;Activo;Convénios, Consultório;;;;;;;;;
8423;10;803;1;Balança Filizolla m FERRO;3007;;;Eq. Hospitalar;Activo;Convénios, Consultório;;;;;;;;;
4414.00.00;;804;;Quadro Chinatown;693;;30;Outros;Activo;Convénios, Consultório;21/05/2012;;;;;;;;
4414.00.00;;805;;Quadro San Francisco;692;;40;Outros;Activo;Convénios, Consultório;21/05/2012;;;;;;;;
